#======= TRAJECTORY BEGIN: TwoPiece-LeftOfSpeaker-Move2CenterNote
#----------------------------------------------------------------------------------------------
#======== way points:  X(abs),    Y(abs),    Angle(abs),   X(rel),     Y(rel),   Angle(rel),  Weight
#--------             meters,     meters,     radians,    meters,     meters,     radians,    scalar
#--------Waypoint:    15.134       5.493       3.142       0.000       0.000       0.000       1.200
#--------Waypoint:    14.174       3.534      -3.124       0.960       1.959       0.017       1.000
#----------------------------------------------------------------------------------------------
#========Robot Configuration
#--------Maximum Velocity:          1.52400  m/s
#--------Maximum Acceleration:      0.63500  m/s^2
#--------Start Velocity:            0.00000  m/s
#--------End Velocity:              0.00000  m/s
#--------Trajectory Reversed:  FALSE
#----------------------------------------------------------------------------------------------
#========Differential Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Differential Drive Voltage Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Centripetal Acceleration Constraint
#--------Configured:           Yes
#--------Maximum Centripetal Acceleration:      0.50800  m/s^2
#----------------------------------------------------------------------------------------------
#========Mecanum Drive Kinematics Constraint
#--------Configured:           No
#----------------------------------------------------------------------------------------------
#========Swerve Drive Kinematics Constraint
#--------Configured:           Yes
#--------Maximum Velocity:          1.52400  m/s
#--------Modules count:             4   
#--------Module   1 X:              0.01270  m
#--------Module   1 Y:             -0.01270  m
#--------Module   2 X:              0.01270  m
#--------Module   2 Y:              0.01270  m
#--------Module   3 X:             -0.01270  m
#--------Module   3 Y:              0.01270  m
#--------Module   4 X:             -0.01270  m
#--------Module   4 Y:             -0.01270  m
#----------------------------------------------------------------------------------------------
#========Trajectory Creation 
#--------Spline type:            Cubic
#--------Trajectory orientation: Robot Relative
#--------Use Waypoint Weights:   Yes
#----------------------------------------------------------------------------------------------
#-- Time,       Velocity,   Accel,      X pos,      Y pos,      Heading, Curvature, Comment
#-- Seconds,    m/s,        m/s^2,      m,          m,          radians,    radians/meter,
   1.37098,    0.86009,    0.63500,    0.33284,    0.45319,    1.20764,    0.28161,Segment:  21
   1.46758,    0.92143,    0.63500,    0.36252,    0.53396,    1.22869,    0.21145,Segment:  22
   1.56143,    0.98102,    0.63500,    0.39174,    0.61831,    1.24506,    0.15793,Segment:  23
   1.65240,    1.03879,    0.63500,    0.42057,    0.70554,    1.25754,    0.11544,Segment:  24
   1.74035,    1.09464,    0.63500,    0.44905,    0.79493,    1.26667,    0.08016,Segment:  25
   1.82515,    1.14848,    0.48667,    0.47723,    0.88577,    1.27280,    0.04936,Segment:  26
   1.90708,    1.18836,   -0.63500,    0.50516,    0.97733,    1.27615,    0.02091,Segment:  27
   1.98941,    1.13607,   -0.63500,    0.53290,    1.06891,    1.27682,   -0.00701,Segment:  28
   2.07507,    1.08168,   -0.63500,    0.56049,    1.15980,    1.27479,   -0.03620,Segment:  29
   2.16392,    1.02526,   -0.63500,    0.58799,    1.24927,    1.26992,   -0.06864,Segment:  30
   2.25584,    0.96689,   -0.63500,    0.61545,    1.33662,    1.26195,   -0.10687,Segment:  31
   2.35070,    0.90665,   -0.63500,    0.64292,    1.42113,    1.25044,   -0.15438,Segment:  32
   2.44835,    0.84465,   -0.63500,    0.67044,    1.50208,    1.23473,   -0.21636,Segment:  33
   2.54864,    0.78096,   -0.63500,    0.69808,    1.57877,    1.21387,   -0.30095,Segment:  34
   2.65141,    0.71571,   -0.63500,    0.72588,    1.65047,    1.18642,   -0.42166,Segment:  35
   2.75649,    0.64898,   -0.63500,    0.75390,    1.71648,    1.15026,   -0.60179,Segment:  36
   2.86377,    0.58086,   -0.63500,    0.78218,    1.77607,    1.10213,   -0.88361,Segment:  37
   2.97319,    0.51137,   -0.63500,    0.81077,    1.82855,    1.03692,   -1.34685,Segment:  38
   3.02877,    0.47608,   -0.63500,    0.82521,    1.85189,    0.99551,   -1.69022,Segment:  39
   3.08503,    0.44036,   -0.63500,    0.83974,    1.87318,    0.94641,   -2.14567,Segment:  40
   3.14211,    0.40411,   -0.63500,    0.85437,    1.89233,    0.88779,   -2.75423,Segment:  41
   3.20032,    0.36714,   -0.63500,    0.86912,    1.90925,    0.81736,   -3.56841,Segment:  42
   3.26019,    0.32913,   -0.63500,    0.88398,    1.92386,    0.73238,   -4.64718,Segment:  43
   3.29102,    0.30955,   -0.61426,    0.89146,    1.93027,    0.68347,   -5.30149,Segment:  44
   3.32266,    0.29012,   -0.61835,    0.89897,    1.93606,    0.62979,   -6.03544,Segment:  45
   3.35531,    0.26993,   -0.63500,    0.90651,    1.94124,    0.57097,   -6.84402,Segment:  46
   3.38939,    0.24829,   -0.63500,    0.91408,    1.94577,    0.50675,   -7.71267,Segment:  47
   3.42547,    0.22538,   -0.63500,    0.92169,    1.94966,    0.43700,   -8.61381,Segment:  48
   3.46443,    0.20063,   -0.63500,    0.92934,    1.95289,    0.36179,   -9.50441,Segment:  49
   3.50776,    0.17312,   -0.63500,    0.93702,    1.95546,    0.28143,  -10.32601,Segment:  50
   3.55833,    0.14101,   -0.63500,    0.94473,    1.95734,    0.19657,  -11.00932,Segment:  51
   3.58823,    0.12202,   -0.63500,    0.94861,    1.95802,    0.15273,  -11.27685,Segment:  52
   3.62356,    0.09959,   -0.63500,    0.95249,    1.95853,    0.10815,  -11.48417,Segment:  53
   3.66951,    0.07041,   -0.63500,    0.95638,    1.95887,    0.06300,  -11.62472,Segment:  54
   3.78039,    0.00000,   -0.63500,    0.96028,    1.95902,    0.01745,  -11.69368,Segment:  55
#======= TRAJECTORY END: TwoPiece-LeftOfSpeaker-Move2CenterNote
